,title,title_label,description,description_label
0, 인디인벤       올해는 다시 오프라인 중심의 행사로 ,0,서태건 조직위원장은 이에 대해  많은 개발자와 참가자분들이  코로나  사태 이전  가장 성공적인 행사였던  다만  아직  코로나 가 종식되지 않은 만큼  온라인 행사 역시 함께 진행될 예정이다      오프라인  ,1
1,인천 서구 서로 음 사용  조원 달성 경품 이벤트,0,이어  코로나 로 모두가 힘든 시기에 구민들이 이번 이벤트로 작은 위로가 되길 바란다 며  앞으로도  공동체화폐 로 거듭나고 있는 서로 음에 많은 관심과 사랑을 부탁드린다 고 강조했다 ,1
2,부산 영도구  매장 내  회용품 용기 사용 단속 월  일부터,1, 코로나  확산으로 한시적으로 유예되었던  회용품 사용규제가 다시 시행되면서 다음 달부터 식품접객업소  영도구 관계자는  생활패턴의 변화 및  코로나  등의 영향으로  회용품 사용량이 급증하고 생활폐기물도  ,1
3, 신문다운 모습 보이겠다  경남신문 남길우 회장 유임,0,남길우 회장은  코로나 를 이겨내고 경남 최고 신문다운 모습을 보이겠다는 약속을 드린다 며  경영 목표인  보고 싶은 신문  찾고 싶은 신문 으로 거듭나도록 최선의 노력을 다하겠다 고 말했다 ,1
4, 일부터 자가검사키트 개수 제한 없이 구매 가능,0, 코로나  자가검사키트   자료 뉴시스 오는  일부터  코로나  자가검사키트의  인당  개 구매 제한이 풀려 수량 제한 없이 살 수 있게 된다  자가검사키트 제조업체의 소포장 생산도 허용된다 식품의약품안전처는  ,1
5,한국관세사회 영문명칭  로 변경,1,이날 총회는 코로나  상황을 감안해 서면으로 개최되는 등 이번 총회를 포함해  년 연속 서면총회 개최라는 진기록을 세우게 됐다  총회에선 본회 이사회에서 상정한 회칙개정안에 대해  천 명의 참석  ,1
6,대선주조  중증장애인 부부 위한 합동결혼식 후원,1,관계자는  코로나 로 어려운 상황임에도 대선주조는 꾸준히 후원을 이어오며 지역 장애인들의 복지와 권익향상에 큰 도움을 주고 있다 고 말했다  조우현 대선주조 대표는  봄바람에 살랑이는 꽃처럼 신랑  ,1
7,인수위  금융위에 대출규제 완화 소상공인 손실 연계 금융지원 마련 주문,0,인수위는 금융위에  코로나  피해 소상공인 자영업자 손실보상금 등 지원정책과 연계해 다양한 금융지원방안을 마련해달라 라고 말했다   차산업 시대 혁신성장  벤처 민간투자 확대 등에 대한 주문도 이어졌다  ,1
8,    서울뉴스  포토뉴스,0,동대문구  장안벚꽃길서 봄꽃 추억 만들기  김진중 기자  동대문구가  코로나 로 인해 올해 봄꽃 축제를 취소하는 대신  일부터 다음달  일까지 중랑천 벚꽃길에 다양한 포토존과 야간 조명 시설을 설치해  ,1
9, 알쓸정책   코로나  대응 정책자금 보증 만기  월말까지 추가 연장,1,그러나  년 거치  년 분할 상환에 따라  코로나  최초 확산 시점인  년  월부터 정책금융기관에서   코로나  확산으로 피해를 입은 소상공인과 중소기업은 다음 달부터  월 말까지 원금상환이 도래하는 대출  ,1
10, 소상공인 금융지원 방안 마련 대출규제 완화도 논의,0, 기자  금융위원회 업무보고에선 우선  코로나  피해 소상공인 금융지원 방안이 논의됐습니다  인수위 측은 금융위에  코로나 로 피해를 입은 소상공인에 대한 손실보상금 등 지원 정책과 연계해 다양한 금융지원방안을  ,1
11, 정면승부  김남국  민주당 쇄신 위한 박홍근 선출  이재명 영향력과는 거리  ,0,그래서 아무래도 특히  코로나 로 최근 몇 년간 소상공인과 자영업자들 너무 힘드시고 우리 국민들께서 호소하시는 그런 여러 가지 민생 문제들이 있기 때문에 이런 문제들에 있어서는 야당이 여당과 협력하는 모습을 보일  ,1
12,괴물 수비수에 영혼까지 털렸다  한때  한국 킬러  이란 에이스의 초라한 뒷모 ,0,양 팀 모두  코로나  부상 등의 이유로 선수 선발 과정에서 어려움을 겪었다  그러나 아시아 최고 팀들의 대결인 만큼 양 팀 에이스들이 이를 악물고 나섰다  이란은 한국 킬러로 불리는 사르다르 아즈문 을 선발로  ,1
13,  홈구장  창원 파크  스포츠파크로 팬들과 함께 한다,1,심선엽   마케팅팀장은  포스트  코로나  시대를 맞아 창원 파크는  시민들이  일 찾는 스포츠 파크 라는 건립 당시 목표에 한발 더 다가가 야구팬뿐 아니라 모든 창원시민들이 가장 사랑하는 공간이 되도록  ,1
14,검찰  대장동  특혜 정황  법정서 공개  이재명 결재문건 포함,0,재판부는 이달  일 다음 공판을 진행하려 했지만  증인으로 출석할 예정이었던 이성문 화천대유 전 대표가 최근 신종  코로나 바이러스 감염증 코로나 에 확진돼 기일을 미루기로 했다  재판부는 다음 달  일 황무성 전  ,1
15, 개미  마리 있는 느낌 삼둥이맘  황신영  둘째 아들과  코로나  동반 확 ,1,둘째 아들과  코로나 에 동반 확진된 황신영이 현재 증상을 전했다   일 황신영은 자신의 인스타스토리에  앞서 황신영은 지난  일 자신의 인스타그램에  저랑 아준이 둘만  코로나  걸렸어요  다행히 삼둥이 아빠랑  ,1
16,청주상의   년 제 차 충북지역인적자원개발위원회 개최,0,충북지역인적자원개발위원회 이두영 공동위원장은  코로나 로 어려움을 겪고 있는 기업들이 위기를 잘 극복하고 양질의 일자리를 확보할 수 있도록 우리 지역 지원산업과 육성산업을 중심으로 선제적 지원에  ,1
17,광주시 보건환경연구원  생태 학습프로그램 운영,0,단   코로나  관련 방역지침에 따라 참여 인원수 및 일정은 협의해 조정될 수 있다  김정남 보건환경연구원 동물위생시험소장은  도심권에서 볼 수 있는 다양한 야생동물을 알아보고 사람과 동물이 건강하게 공존할 수  ,1
18,  슈글즈    진출 광주도시  기다려 ,0,이로써   슈글즈는 지난  일 정규리그 마지막 맞대결서  코로나 로 인한 주전들의 결장 속에 부산시설공단에  대 로 완패했던 것을  일 만에 시원하게 설욕했다   슈글즈는 오는  일 광주광역시  ,1
19,태양 초고해상도 사진 보니 일렁이는  코로나  신비 ,1,현재까지 공개된 태양 전체 디스크와  코로나  사진 중 가장 고해상도의 이미지다   는  전체 사진의 해상도는       픽셀로    보다  배 더 좋다 고 설명했다  태양 상층부  코로나 는 최대 섭씨  만도에  ,1
20, 힘내  쏟아지는  트럼프 보도  나를 위로하는 미국인들  최현정의 웰컴  ,1, 코로나  바이러스 창궐  빈부 격차  의회 무시 등 잡지는 트럼프 집권 기간을 아래와 같이 요약했다  미국인이라면 누구나 트럼프 대통령의  년을 이렇게 기억할 것이다  폭풍 트윗과 폭도들의 의회 난동  두 번의  ,1
21,  남자부 포스트시즌 일정 발표 봄배구  월  일 스타트,0,여자부는 신종  코로나 바이러스 감염증 코로나  확산과 선수단 부상 등 이유로 엔트리  명 기준 미달 팀이 다시 나왔다  이에 따라  가 정한  코로나  메뉴얼에 따라 리그 중단일수가 초과돼 결국 시즌 조기  ,1
22,김재무  현직 전남도체육회장  광양시장 출마 에 우려 목소리,0,여기에 순천시에서 열릴 전남도민체전이 당초  월에서  코로나  확산에 따라  월로 연기되는 등 체육회 업무가 과중되고 있는 마당에 수장으로서 직책을 유지한 채 선거운동에 집중하고 있는 모습에서도 부정적 여론이  ,1
23, 감성과 주도성을 겸비한 미래인재를 기른다 미래교육을 이끄는 충북교육도 ,1,특히  요즘  코로나   로 인해 점점 커져가는 학력격차를 좁히기 위해 학생 주도성을 신장을 위한 독서교육  올해는  코로나  때문에 한달 정도 개강이 늦어져 제가 지난해 이 프로그램에 참여 했던 학생들을 만나 이야기  ,1
24,의왕시   년 동 주민과의 대화  마무리,0,올해는 통기타  관현악  팬플룻 등 문화공연도 함께해  년째 이어지고 있는  코로나 로 지친 시민들의 마음을 달래고 일상에 작은 위로를 선사했다  특히 고천동에서는 지난  일부터 시범운영을 시작한  ,1
25,권익위  이해충돌방지법 조기정착 고위공직자 청렴성 향상 ,0,또한 인수위 접수 국민제안의 후속조치 방안   코로나  등으로 인한 민원  만건 시대에 대한 적극적인 대응방안  국민고충처리의 실질화 방안 등에 대해서도 의견을 나눴다  인수위원들은 권익위가 효율적이고 내실있는  ,1
26, 대학리그   박인웅  점    중앙대 승리로    리그 문을 열어,1, 코로나 라는 불가항력 변수가 있었지만 각자의 방법으로 슬기롭게 극복했다  중앙대에서는 문가온 박인웅 이주영 오수환 정성훈이 선발 출전했다  동국대는 스타팅 라인업으로 유진 이대균 김승협 박승재 이승훈이  ,1
27,   페이트  유수혁   코로나  확진    온라인 참가 전망,0,유수혁의 컨디션 난조는 감기가 아닌  코로나 의 증상이었다  미드 라이너  페이트  유수혁이  코로나 에 확진됐다   코로나  감염으로 인해 유수혁은  코로나  가이드 라인 변경에 따라 온라인으로  과 플레이오프  ,1
28,강원도  차 추경  조  억 원 억여 원 증액,0,주요 사업으론  코로나  생활지원비  억 원  강원도 신청사 건립기금  억 원 등이 포함됐습니다  또  수도권 이전기업 보조금과  평화의길 기반 구축 등에  억 원이 편성됐습니다  이번 추경안은 다음 달  ,1
29,인수위  국토부 업무보고에서  주택  만호 공급 조기 구체화 ,0,인수위 경제 분과는 금융위원회 업무보고에서  코로나    피해 소상공인 자영업자에 대한 손실보상금 등 지원 정책과 연계해 다양한 금융지원방안을 마련해달라 고 요청했습니다  정무사법행정분과의 인사혁신처  ,1
30,연세의료원  스마트병원 구축에 박차 의료진 업무효율 환자 만족도 높아질 ,0,또 의료서비스 제공 과정에서 방역 안전성도 증대돼  코로나  팬데믹 상황에서 미래형 병원 모델로 주목받고  임준석 연세의료원 디지털헬스실장은  온라인 시스템을 활용해  코로나  감염을 방지하며 의료진과 환자  ,1
31,맨디언트  해커조직  국  급부상  공격 대비해야 ,0, 코로나  백신 정보 취득 시도부터 암호화폐 갈취  핵 거래 비밀 탈취에 이르는 왕성한 활동을 벌이는 중이다  마이클 반하트 맨디언트 수석 애널리스트는  국이 북한의 새로운  올스타팀 이라며  그룹  ,1
32,탁 트인 풍경 그리울 땐  여기가 자유로 드라이브  핫플 ,1,그는  자유로로 드라이브를 나왔다가 폭포 소리와 함께 커피를 마시고  식물들 속에서 이야기를 나눌 수 있는 카페 라면서  코로나 로 갈 곳이 마땅치 않은 분들에게 열린 공간을 제공하고자 한다 고 설명했다  ,1
33,장성군  소상공인 지원대상 확정 신속 지급,1,점포임대료 지원 대상  개소 확정  소상공인들의 생활 안정을 위해 지급 시기 앞당겨  코로나 로 전쟁같은  군 관계자는  당초  월에 지급 예정이었으나  코로나  장기화로 어려움을 겪고 있는 소상공인들의 생활  ,1
34,검찰  대장동  특혜 정황  법정서 공개 올   주고 외부 열람 차단,1,재판부는 이달  일 다음 공판을 진행하려 했으나 증인으로 출석할 예정이었던 이성문 화천대유 전 대표가 최근  코로나 에 확진돼 기일을 미루기로 했다  이에 따라 다음 달  일 황무성 전 성남도개공 사장을 증인으로  ,1
35, 딸 확진됐는데 이사 가라고 연락와  이지혜  눈물 ,1,그룹 샵 출신 이지혜가 딸 태리의 신종  코로나 바이러스 감염증 코로나  격리 중 일상을 알렸다  지난  일 이지혜의 유튜브 채널  밉지않은 관종언니 에는  작은 태리 인생 최대 고비  오미크론 확진됐다 라는 제목의  ,1
36,스타트업 요람에서 투자유치까지  성과  빛났다,0,기업 간 네트워킹이 무엇보다 중요한 스타트업 업계에서  코로나  시국은 악재 중의 악재다  협회가 기획한   코로나 로 오프라인 전시회가 직격탄을 맞은 요즘  메타버스 공간에 전시부스를 만들어 스타트업을 홍보할 수  ,1
37,  현장  돌아온 캠퍼스 라이프  대학가 원룸촌도  활짝 ,1,신종  코로나 바이러스 감염증 코로나 으로 숨을 헐떡이던 대학가 인근 원룸촌이 다시금 활기를 되찾고 있다  지난해와 달리 올해  학기부터 대면수업을 재개하는 대학들이 늘면서 하숙이나 자취방을 구하는 학생들의  ,1
38,충북교육청   코로나  심리 회복 지원,1,충청북도교육청이  코로나 로 불안이나 외상 피해를 겪는 학생과 교직원의 심리 상담을 지원합니다  충북교육청은 마음건강증진센터를 중심으로 확진자와 자가격리자의 심리 상태를 확인하고  응급 처치와 심층 평가  ,1
39, 정면승부  김남국  민주당 쇄신 위한 박홍근 선출  이재명 영향력과는 거리  ,0,그래서 아무래도 특히  코로나 로 최근 몇 년간 소상공인과 자영업자들 너무 힘드시고 우리 국민들께서 호소하시는 그런 여러 가지 민생 문제들이 있기 때문에 이런 문제들에 있어서는 야당이 여당과 협력하는 모습을 보일  ,1
40,손소독제로 청결함을 유지하세요,0,이기철 회장은  코로나 가 기승을 부리는 가운데 어려운 이웃들과 마음을 나누고자 작은 나눔을 실천하게  진행해  코로나 로 힘들어하는 어르신들에게 즐거움을 줄 수 있는 기회를 만들어가자 라고 말했다  김옥님  ,1
41,  영화 관람료 인상 팬데믹 이후  번째,1,멀티플렉스 극장  가 다음 달  일부터 영화 관람료를 최대  천 원 인상한다고 밝혔습니다   의 이번 영화 관람료 인상은  코로나  팬데믹 이후 세 번째로  다른 멀티플렉스 극장의 요금 인상으로 이어질지 주목됩니다 ,1
42,김주하 앵커가 전하는  월  일 종합뉴스 주요뉴스,0, 코로나  사망자가  명대에 육박한 가운데  정부는 유행이 정점을 지나 완만하게 감소하고 있다고 분석했습니다    밤부터 전국 많은 비 남부  태풍급  강풍 밤부터 전국에 많은 비가 예상되는 가운데  제주와  ,1
43, 속보   일 오후  시 기준 전국  코로나  확진자  만  명  비수도권  ,0,오미크론 확산세로 인해 자가검사키트를 활용한  코로나  신속항원검사를 받을 수 있다   시사매거진   일에도 전국에서 코로나  확진자가 발생했다  서울시 등 각 지방자치단체에 따르면 이날  ,1
44,건설기술인 더 나은 내일을 향해 총리   터키의 극진한 대접은 대한민국  ,1,이어 김 총리는  코로나 라는 위기 속에서 우리나라가 세계  위권의 경제대국으로 성장한 공을 최고 수준의   건설산업은  코로나 로 세계 경제가 멈췄을 때도 멈추지 않았다 고 말했다  그러면서  건설기술인들의  ,1
45,안동  코로나  신규 확진자 이틀 연속 감소세 누적  만 명,0,경북 안동지역  코로나  신규 확진자가 이틀 연속  천 명대 아래로 떨어지며 소폭 감소했지만  지역사회 확산세는 여전히 이어지고 있다 안동에선  일 오후  시 기준 지역 내  코로나  신규 확진자가  명 추가  ,1
46, 전자   하이닉스  반도체 인제 육성 위해 서강대와  맞손 ,0, 코로나  확진자가 많은 것에 따라 오미크론 확산세를 고려해 비대면 화상으로 진행됐다  이번 협약을 통해 서강대는 공과대학 내에 정원  명 규모로  시스템반도체공학과  계약학과를 신설하고 올해 말 첫 신입생을  ,1
47, 월 일 퇴근길 정치경제 뉴스브리핑,0,  우크라이나 사태로 네온 공급차질  삼성전자 인텔   반도체 영향   문재인정부와 갈등 폭발하는 윤석열  통합과 화합의 취임식 가능할까   포스트  코로나 시대 세계 경제 대격변  뉴욕타임스 탈세계화 전망  ,1
48,    중부뉴스 천안 태조산공원에 산림레포츠시설 조성,0,위드  코로나 시대에 적합한 야외체험 위주의 안전한 숲 연계 콘텐츠를 마련하기 위해 유아숲체험원 또한 조성 예정입니다  시는 시범운영 이후 조례 제정을 통해 이용요금 등을 결정한 뒤  올 가을 정식 개장할  ,1
49,    중부뉴스 천안시  한국지방자치경영대상  복지보건대상  수상,0,천안시는 도내에선 처음으로  코로나  임시선별진료소와 찾아가는 이동선별검사소를 운영하는 등 선제적인 행정을 펼쳐 호평을 받았습니다  또 전국 최초로 토닥토닥 아이마음 상담차 를 운영하고   꿈자람 하우스  ,1
50,교사 확진에도 수업은 멈출 수 없다  경남교육청  교육전문직 파견해 교육  ,0,경남교육청이  코로나  확진 판정을 받은 교사가 많은 학교에 수업과 업무 지원을 한다  교육청은 지난  월  학사 운영 안정화를 위한 수업 대체인력 확보와 활용계획 을 시행했다  해당 계획에는 학교에서 교사 확진자  ,1
51,정부  코로나  유행  정점 지났다 감소세로 전환 ,1,신종  코로나 바이러스 감염증 코로나 의 국내 확산세가 이미 정점을 지났다는 판단이 나왔다  정부는 이미  코로나 의 국내 유행이 최고 정점을 지나 감소세로 전환된 것으로 분석했다  이기일 중앙재난안전대책본부  ,1
52,유승안 리틀야구연맹 회장   허구연 신임 총재는 한국 야구의 나아갈 길을 탄 ,1, 코로나  확산 여파로 리틀 야구계가 더욱 열악해졌다   와 리틀야구연맹이 함께 해야 할 부분이 많다 고 덧붙였다  유승안 회장은 풀뿌리 야구 발전을 위한 아이디어를 내놓았다  그는  어릴 적에 초등학생들이  ,1
53,가좌동   사랑   감자 심었습니다 ,1,이경철 통장협의회장은  오늘 심은 감자가  코로나  등으로 힘든 시기를 겪고 있는 소외 계층에게 따뜻한 힘이 되길 바란다 라고 전했다  최병조 가좌동장은  매년 불우이웃을 돕기 위해 애써주시는 통장님들에게  ,1
54,화천대유 특혜 정황 법정서 공개 모두   주고  공모지침서 열람 차단,1,재판부는 오는  일 다음 공판을 진행하려 했지만  증인으로 출석할 예정이었던 이성문 화천대유 전 대표가 최근  코로나 에 확진돼 기일을 미루기로 했습니다  이에 따라 재판부는 다음 달  일 황무성 전  ,1
55,창원시   최윤덕도서관  개관 창원 대표 문화복합공간  창원소식 ,1,허성무 창원시장은  주도항 해안산책로는 인근 광암 방파제 및 해수욕장과 연결돼 휴가철뿐만 아니라 사계절 사랑받는 공간으로 거듭날 것으로 기대하며  코로나 에 지친 시민들의 마음을 위로하는 장소가 될 수 있기를  ,1
56,춘천  코로나  확진자  명 추가 발생 일일 확진자 수  명,1,춘천에서  코로나  확진자  명 번 이  일 추가 발생했다  이들은 가족이나 지인 등의 접촉자  유증상자 등이다  또 이들 중 고위험시설  곳에서 확진자  명이 포함됐다  이에따라 춘천에서는 이날  ,1
57, 친주  팔로알토 네트웍스  러 사이버 테러 위협에 주목받는  보안주 ,1, 코로나  이후로 재택근무가 활성화되면서 인터넷연결을 실시간 보호해야하는 환경이 조성되며   가 대세로 거듭났다  인베스팅닷컴 역시 팔로알토에 대해  클라우드 도입 가속화로   성장 모멘텀 지속  ,1
58, 수요 경제이슈  김정식 교수   미 금리인상과 물가 상승 흐름 한은 역할 중 ,0,미국이 금리를 높이고 있고 중국에 지금  코로나 가 확산되고 있어서 중국으로부터 물건 공급도 쉽지가 않고요 또 우크라이나 사태로 전쟁으로 원유와 원자재 가격이 지금 크게 높아지고 있습니다  그래서 우리나라 물가도  ,1
59,오후  시까지  만 명 확진 전날 동시간대 대비  만 명 ,0,오늘 일 도 오미크론 변이 확산세에 전국 곳곳에서 코로나 확진자가 발생했다  방역당국과 서울시 등 각 지방자치단체에 따르면 이날 시부터 오후 시까지 전국에서 새로 코로나  ,1
60,장흥군  서울 서대문구와  청소년 온라인 멘토링  눈길,0,프로그램은  코로나  상황에 따라 비대면 온라인  회         와 대면 활동을 월 초  병행해서 실시 할   코로나 로 인해 침체 된 양 지역 간의 교류를 활성화해 우호 협력 관계 증진에도 긍정적인 효과를 가져올  ,1
61,확진자 오후  시까지  만  명  어제보다  만  명 ,0,국내 신종  코로나 바이러스 감염증 코로나  확진자가  일에도 전국 곳곳에 속출했다  방역당국과 서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국에서  코로나  양성 판정을  ,1
62,유영상   사장  인공지능 기반 서비스 회사로 진화 ,0,또한 일  절감을 위한 해피해빗   코로나  케어콜 등 다양한 활동을 전개하고 있다  그 결과 전 세계 만 천 여개 기업 중 만 획득한 탄소정보 공개 프로젝트       에서 최고  ,1
63,소리바다   오디션 프로그램 개최,0,소리바다는 이번 쇼디치 엔터테인먼트와의 전략적 제휴 협약을 통해   뿐 아니라  까지 포섭할 수 있는 오리지널 오디션 콘텐츠를 제작하여  코로나  동안 위축되어 있던 국내 공연  오디션 프로그램에 활기를 북돋고  ,1
64,경기도   년  경기평화광장  문화 예술 프로그램 본격 운영 준비 돌입,0,박상일 행정관리담당관은  코로나  상황에 적극적으로 대비해 도민의 건전한 여가문화 활동 조성을 위하여 안전하게 사업을 추진할 예정  이며  계절마다의 특색을 고려해 일상에서 남녀노소 누구나 쉽게 즐길 수  ,1
65, 공식발표  조규성   코로나  확진으로 소집 해제 이동준 대체발탁,0, 코로나  확진자가 계속해서 발생하고 있다  대한축구협회 는  일  조규성 김천상무  선수는  코로나  확진으로 소집 해제됐다  이에 이동준 헤르타 베를린  선수가 대체발탁 됐다  이동준 선수는 아랍에미리트  ,1
66, 오피셜  벤투호  조규성  코로나  확진 이동준 대체 발탁 전 합류,0,공격수 조규성이  코로나  확진으로 벤투호에서 중도 하차한다  조규성을 대신해 이동준 헤르타 베를린 이 대체 발탁됐다  이동준은   현지로 바로 합류할 예정이다  한국은  일 서울월드컵경기장에서 열린  ,1
67, 혁신플랫폼      디지털 혁신 통해 미래형 기업으로 진화 디지털플랫폼 ,1,그러나  신종  코로나 바이러스 감염증 코로나  사태의 팬데믹  전염병 대유행 을 겪으면서 조용하던 호수에 작은 돌을 던져 물결이 퍼져나가는 것처럼  차 산업 혁명의 파고 는 점차  ,1
68,황신영  직접 전한 오미크론 증상 목 안에 개미  마리 있는 느낌 ,1,황신영이  코로나  확진 후기를 전했다  코미디언 황신영은  일 자신의 인스타그램 스토리를 통해 하나의  최근 둘째 아준이와 함께  코로나 에 동반 확진되어 격리 생활 중인 황신영은 본인이 경험한 오미크론의  ,1
69,대구 서구문화원  서대구역 개통 축하 국악 공연 개최,1, 코로나 로 지친 구민들에게 힐링과 위로의 무대가 될 수 있기를 바란다 고 말했다   노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다  각종 비리와 부당대우  사건사고와 미담 등 모든 얘깃거리를 알려주세요  ,1
70,아기 분유  퓨어락 로열플러스  품질 강화,0,퓨어락 공식수입원 퓨어랜드 관계자는  코로나  장기화로 인해 건강에 대한 사람들의 관심이 커지면서  내 아기에게도 좋은 성분만 담긴 분유를 먹이고 싶어 하는 부모의 마음을 담아 이번 품질 강화를 진행했다 며  ,1
71,장민호 팬카페도 선행 앞장 산불피해 복구에 구호성금 전달,0,수원 민트는 앞서 지난  년에도 경기적십자사를 통해  코로나  의료진을 위한 쿨조끼  장을 기부해 훈훈함을 자아낸 바 있다  장민호  스타랭킹    주 연속  위 장민호가 스타랭킹 트로트 남자 스타 분야에서  주  ,1
72,방역수칙 완화에 참을 만큼 참았던 해외여행객 폭증 함박 웃음짓는 여행업계,1,이번주부터  코로나  백신  차 접종자를 대상으로 해외여행을 다녀온 뒤에 실시하는 자가격리 조치가 해제됐다  제한이 풀림과 동시에 여행업계는 다시 호황을 맞이하고 있다  인천공항에 몰린 여행객들 사진  ,1
73,서울예술실용전문학교 패션디자인과정  서울패션위크 제이초이     스탭 참 ,1,스탭으로 참여한 재학생은  코로나 로 인해 오프라인 패션쇼가 위축되었고 디자이너와 모델들을 만나 쇼를  경험 이라며  코로나 로 외부 활동이 많이 제한되어 있지만 최대한 좋은 기회가 있을 때 곳곳에서  ,1
